vcc	V(ce)	Ic(Q1)
2.049999999999979e+000	1.986306e-002	8.865227e-005
2.054999999999978e+000	1.990269e-002	8.886888e-005
2.059999999999978e+000	1.994237e-002	8.908549e-005
2.064999999999978e+000	1.998208e-002	8.930209e-005
2.069999999999978e+000	2.002184e-002	8.951870e-005
2.074999999999978e+000	2.006165e-002	8.973530e-005
2.079999999999978e+000	2.010149e-002	8.995190e-005
2.084999999999978e+000	2.014138e-002	9.016850e-005
2.089999999999978e+000	2.018132e-002	9.038510e-005
2.094999999999978e+000	2.022129e-002	9.060169e-005
2.099999999999977e+000	2.026131e-002	9.081828e-005
2.104999999999977e+000	2.030138e-002	9.103488e-005
2.109999999999977e+000	2.034148e-002	9.125147e-005
2.114999999999977e+000	2.038164e-002	9.146805e-005
2.119999999999977e+000	2.042183e-002	9.168463e-005
2.124999999999977e+000	2.046207e-002	9.190122e-005
2.129999999999977e+000	2.050235e-002	9.211780e-005
2.134999999999977e+000	2.054268e-002	9.233438e-005
2.139999999999977e+000	2.058306e-002	9.255096e-005
2.144999999999977e+000	2.062348e-002	9.276754e-005
2.149999999999976e+000	2.066394e-002	9.298410e-005
2.154999999999976e+000	2.070444e-002	9.320068e-005
2.159999999999976e+000	2.074500e-002	9.341725e-005
2.164999999999976e+000	2.078559e-002	9.363382e-005
2.169999999999976e+000	2.082624e-002	9.385038e-005
2.174999999999976e+000	2.086692e-002	9.406695e-005
2.179999999999976e+000	2.090766e-002	9.428351e-005
2.184999999999976e+000	2.094844e-002	9.450006e-005
2.189999999999976e+000	2.098926e-002	9.471663e-005
2.194999999999975e+000	2.103013e-002	9.493318e-005
2.199999999999975e+000	2.107105e-002	9.514973e-005
2.204999999999975e+000	2.111201e-002	9.536629e-005
2.209999999999975e+000	2.115302e-002	9.558284e-005
2.214999999999975e+000	2.119408e-002	9.579938e-005
2.219999999999975e+000	2.123518e-002	9.601593e-005
2.224999999999975e+000	2.127633e-002	9.623248e-005
2.229999999999975e+000	2.131752e-002	9.644902e-005
2.234999999999975e+000	2.135876e-002	9.666556e-005
2.239999999999975e+000	2.140005e-002	9.688210e-005
2.244999999999974e+000	2.144139e-002	9.709863e-005
2.249999999999974e+000	2.148277e-002	9.731516e-005
2.254999999999974e+000	2.152420e-002	9.753169e-005
2.259999999999974e+000	2.156568e-002	9.774823e-005
2.264999999999974e+000	2.160720e-002	9.796475e-005
2.269999999999974e+000	2.164878e-002	9.818128e-005
2.274999999999974e+000	2.169039e-002	9.839780e-005
2.279999999999974e+000	2.173206e-002	9.861432e-005
2.284999999999974e+000	2.177378e-002	9.883084e-005
2.289999999999973e+000	2.181555e-002	9.904736e-005
2.294999999999973e+000	2.185736e-002	9.926387e-005
2.299999999999973e+000	2.189922e-002	9.948038e-005
2.304999999999973e+000	2.194113e-002	9.969690e-005
2.309999999999973e+000	2.198309e-002	9.991340e-005
2.314999999999973e+000	2.202510e-002	1.001299e-004
2.319999999999973e+000	2.206715e-002	1.003464e-004
2.324999999999973e+000	2.210926e-002	1.005629e-004
2.329999999999973e+000	2.215141e-002	1.007794e-004
2.334999999999972e+000	2.219362e-002	1.009959e-004
2.339999999999972e+000	2.223587e-002	1.012124e-004
2.344999999999972e+000	2.227818e-002	1.014289e-004
2.349999999999972e+000	2.232053e-002	1.016454e-004
2.354999999999972e+000	2.236293e-002	1.018619e-004
2.359999999999972e+000	2.240539e-002	1.020784e-004
2.364999999999972e+000	2.244789e-002	1.022948e-004
2.369999999999972e+000	2.249044e-002	1.025113e-004
2.374999999999972e+000	2.253305e-002	1.027278e-004
2.379999999999972e+000	2.257570e-002	1.029443e-004
2.384999999999971e+000	2.261841e-002	1.031608e-004
2.389999999999971e+000	2.266116e-002	1.033772e-004
2.394999999999971e+000	2.270397e-002	1.035937e-004
2.399999999999971e+000	2.274683e-002	1.038102e-004
2.404999999999971e+000	2.278974e-002	1.040267e-004
2.409999999999971e+000	2.283270e-002	1.042431e-004
2.414999999999971e+000	2.287572e-002	1.044596e-004
2.419999999999971e+000	2.291878e-002	1.046760e-004
2.424999999999971e+000	2.296190e-002	1.048925e-004
2.429999999999970e+000	2.300507e-002	1.051089e-004
2.434999999999970e+000	2.304829e-002	1.053254e-004
2.439999999999970e+000	2.309156e-002	1.055419e-004
2.444999999999970e+000	2.313489e-002	1.057583e-004
2.449999999999970e+000	2.317827e-002	1.059747e-004
2.454999999999970e+000	2.322170e-002	1.061912e-004
2.459999999999970e+000	2.326518e-002	1.064076e-004
2.464999999999970e+000	2.330872e-002	1.066241e-004
2.469999999999970e+000	2.335231e-002	1.068405e-004
2.474999999999969e+000	2.339595e-002	1.070569e-004
2.479999999999969e+000	2.343965e-002	1.072734e-004
2.484999999999969e+000	2.348340e-002	1.074898e-004
2.489999999999969e+000	2.352721e-002	1.077062e-004
2.494999999999969e+000	2.357107e-002	1.079227e-004
2.499999999999969e+000	2.361498e-002	1.081391e-004
2.504999999999969e+000	2.365895e-002	1.083555e-004
2.509999999999969e+000	2.370297e-002	1.085719e-004
2.514999999999969e+000	2.374704e-002	1.087883e-004
2.519999999999969e+000	2.379118e-002	1.090048e-004
2.524999999999968e+000	2.383536e-002	1.092212e-004
2.529999999999968e+000	2.387960e-002	1.094376e-004
2.534999999999968e+000	2.392390e-002	1.096540e-004
2.539999999999968e+000	2.396825e-002	1.098704e-004
2.544999999999968e+000	2.401266e-002	1.100868e-004
2.549999999999968e+000	2.405712e-002	1.103032e-004
2.554999999999968e+000	2.410164e-002	1.105196e-004
2.559999999999968e+000	2.414621e-002	1.107360e-004
2.564999999999968e+000	2.419084e-002	1.109524e-004
